company,product,regular,sale,prime,category,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
PARTAKE FOODS,"Crunchy Chocolate Chip Cookies, 5.5 oz",4.99,3.5,3.15,snacks_chips_salsas_dips,0.299,0.369,0.07,30% to 40%,Cookies
Tate's Bake Shop,"Gluten Free Coconut Crisp Cookies, 7 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Cookies
Three Wishes Cereal,"Chocolate Strawberry Grain Free Cereal, 8.6 oz",6.99,4.17,3.75,snacks_chips_salsas_dips,0.403,0.464,0.061,40% to 50%,Cereal
YumEarth,"Organic Gummy Fruits Ye Valentine Organic Gummy Fruits, 7 oz",6.99,4.17,3.75,snacks_chips_salsas_dips,0.403,0.464,0.061,40% to 50%,Snack
PIGOUT,"Hella Hot Pigless Pork Rinds, 3.5 oz",3.79,2.5,2.25,snacks_chips_salsas_dips,0.34,0.406,0.066,40% to 50%,Snack
PIGOUT,"Texas Bbq Pigless Pork Rinds, 3.5 oz",3.79,2.5,2.25,snacks_chips_salsas_dips,0.34,0.406,0.066,40% to 50%,Snack
Honey Mama's,"Cocoa Truffle Bar Coffee Nib Crunch, 2.5 oz",5.99,4,3.6,snacks_chips_salsas_dips,0.332,0.399,0.067,30% to 40%,Snack
Honey Mama's,"Cocoa Truffle Bar Lavender Rose, 2.5 oz",5.99,4,3.6,snacks_chips_salsas_dips,0.332,0.399,0.067,30% to 40%,Snack
Honey Mama's,"Cocoa Truffle Bar Coconut, 2.5 oz",5.99,4,3.6,snacks_chips_salsas_dips,0.332,0.399,0.067,30% to 40%,Snack
Honey Mama's,"Cocoa Truffle Bar Original Dutch, 1.25 oz",2.99,2,1.8,snacks_chips_salsas_dips,0.331,0.398,0.067,30% to 40%,Snack
Honey Mama's,"Cocoa Truffle Bar Coconut, 1.25 oz",2.99,2,1.8,snacks_chips_salsas_dips,0.331,0.398,0.067,30% to 40%,Snack
Dandies,"Mini Vegan Marshmallows, 10 oz",5.39,3.99,3.59,snacks_chips_salsas_dips,0.26,0.334,0.074,30% to 40%,Snack
SUN NOODLE,"Spicy Sesame Ramen, 12.7 oz",5.99,4.49,4.04,snacks_chips_salsas_dips,0.25,0.326,0.076,30% to 40%,Snack
Hippeas,"Rockin Ranch Tortilla, 5 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Snack
Hippeas,"Sea Salt & Lime Tortilla, 5 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Snack
Manitoba Harvest,"Hemp Hearts, 16 oz",18.99,15.29,13.76,snacks_chips_salsas_dips,0.195,0.275,0.08,20% to 30%,Snack
Manitoba Harvest Hemp Foods,"Raw Shelled Hemp Seeds, 7 oz",11.99,9.69,8.72,snacks_chips_salsas_dips,0.192,0.273,0.081,20% to 30%,Snack
LOVE CORN,"Smoked Bbq Crunchy Corn Snack, 4 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Snack
LOVE CORN,"Sea Salt Crunchy Corn Snack, 4 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Snack
Chuao Chocolatier,"Golden Goodness, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Snack
Milk Bar,"Birthday Truffle Crumb Cakes, 2.33 oz",2.99,2.5,2.25,snacks_chips_salsas_dips,0.164,0.247,0.083,20% to 30%,Snack
BRAMI Beans,"Garlic & Rosemary Italian Snacking Lupini Beans, 5.3 oz",4.69,3.99,3.59,snacks_chips_salsas_dips,0.149,0.235,0.086,20% to 30%,Snack
BRAMI Beans,"Sea Salt & Vinegar Italian Snacking Lupini Beans, 5.3 oz",4.69,3.99,3.59,snacks_chips_salsas_dips,0.149,0.235,0.086,20% to 30%,Snack
John Kelly Chocolates,"Peanut Butter With Himalayan Pink Salt Truffle Fudge Bites, 4 oz",14.99,13.49,12.14,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
ARTISAN TROPIC,"Sea Salt Plantain Chips Multipack, 6 oz",6.99,6.29,5.66,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
P.O.P. Candy Co,"Pop Mix Fresh Butter Crunch, 2 oz",5.99,5.39,4.85,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
P.O.P. Candy Co,"Rum Y Vanilla Fresh Butter Crunch, 2 oz",5.99,5.39,4.85,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
P.O.P. Candy Co,"Pecan Butter Crunch Brittle, 2 oz",5.99,5.39,4.85,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
Beanfields,"Grain Free Fiery Hot Rings, 3.5 oz",3.99,3.59,3.23,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
SmartSweets,"Blue Raspberry Watermelon Lollipops Multipack, 3 oz",6.99,6.29,5.66,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
Beanfields,"Black Bean With Sea Salt Chips, 5.5 oz",4.29,3.89,3.5,snacks_chips_salsas_dips,0.093,0.184,0.091,10% to 20%,Snack
Beanfields,"Beanfield's Nacho, 5.5 oz",4.29,3.89,3.5,snacks_chips_salsas_dips,0.093,0.184,0.091,10% to 20%,Snack
ZolliCandy,"Zolli Pops, 5.2 oz",6.99,5.19,4.67,snacks_chips_salsas_dips,0.258,0.332,0.074,30% to 40%,Snack
Rawkin Raw,"Organic Blonde Superfood Macaroon, 2 oz",3.69,2.99,2.69,snacks_chips_salsas_dips,0.19,0.271,0.081,20% to 30%,Snack
Chuao Chocolatier,"Joy Filled Caramels Sweet & Salty, 2.25 ounce",4.99,4.49,4.04,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
Chuao Chocolatier,"Ohh Ahh Almond Joy Filled Caramels, 2.25 ounce",4.99,4.49,4.04,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Snack
Cava,"Harissa, 8 oz",6.99,4.49,4.04,snacks_chips_salsas_dips,0.358,0.422,0.064,40% to 50%,Snack
CORE Foods,"Organic Probiotic Oat Bar Peanut Butter, 2 oz",2.99,2.19,1.97,snacks_chips_salsas_dips,0.268,0.341,0.073,30% to 40%,Snack
CORE Foods,"Organic Probiotic Oat Bar Blueberry Banana Almond, 2 oz",2.99,2.19,1.97,snacks_chips_salsas_dips,0.268,0.341,0.073,30% to 40%,Snack
Cava,"Tzatziki, 16 oz",8.69,6.49,5.84,snacks_chips_salsas_dips,0.253,0.328,0.075,30% to 40%,Snack
Mitica,"Toketti Di Pane Carasau, 7 oz",6.99,5.74,5.17,snacks_chips_salsas_dips,0.179,0.26,0.081,20% to 30%,Snack
Sesmark,"Brown Rice Thins, 3.5 oz",2.99,2.49,2.24,snacks_chips_salsas_dips,0.167,0.251,0.084,20% to 30%,Snack
Hippeas,"Jalapeno Tortilla, 5 oz",3.55,3,2.7,snacks_chips_salsas_dips,0.155,0.239,0.084,20% to 30%,Snack
Cava,"Tzatziki Sauce, 8 oz",5.99,3.99,3.59,snacks_chips_salsas_dips,0.334,0.401,0.067,40% to 50%,Sauce
Theo Chocolate,"Organic Raspberry Cocoa Nib Dark Chocolate Bar, 3 oz",3.99,2.37,2.13,snacks_chips_salsas_dips,0.406,0.466,0.06,40% to 50%,Chocolate
Larabar,"Mini Chocolate Cherry Truffle Bar, 0.78 oz",6.99,4.17,3.75,snacks_chips_salsas_dips,0.403,0.464,0.061,40% to 50%,Chocolate
LesserEvil,"White Chocolate Strawberry Sweetheart Popcorn 8ct, 4.8 oz",5.99,3.57,3.21,snacks_chips_salsas_dips,0.404,0.464,0.06,40% to 50%,Chocolate
Lake Champlain Chocolates,"Organic Dark Chocolate Hearts Gibag, 5.9 oz",13.49,8.07,7.26,snacks_chips_salsas_dips,0.402,0.462,0.06,40% to 50%,Chocolate
Lake Champlain Chocolates,"Organic Aflutter Chocolate Hearts Collection, 3.2 oz",14.99,8.97,8.07,snacks_chips_salsas_dips,0.402,0.462,0.06,40% to 50%,Chocolate
Lake Champlain Chocolates,"Organic Milk Chocolate Hearts Gift Bag, 5.9 oz",13.49,8.07,7.26,snacks_chips_salsas_dips,0.402,0.462,0.06,40% to 50%,Chocolate
Greyston Bakery,"Chocolate Fudge Brownie, 2.5 oz",2.39,1.67,1.5,snacks_chips_salsas_dips,0.301,0.372,0.071,30% to 40%,Chocolate
Cascadian Farm,"Organic Chocolate Chip Chewy Granola Bars, 1 each",4.19,2.99,2.69,snacks_chips_salsas_dips,0.286,0.358,0.072,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Cherry Cashew + Antioxidants Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Peanut Butter Dark Chocolate Protein Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Nuts & Sea Salt Nuts Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Mocha Almond Nut & Spices Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Cherry Cashew + Antioxidants Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
KIND Snacks,"Peanut Butter Dark Chocolate Protein Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
KIND Snacks,"Nuts & Spices Dark Chocolate Nuts & Sea Salt Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Mocha Almond Nuts & Spices Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
Taza Chocolate,"Salted Almond Chocolate Disc, 2.7 oz",4.49,3.49,3.14,snacks_chips_salsas_dips,0.223,0.301,0.078,30% to 40%,Chocolate
Taza Chocolate,"Organic Dark Chocolate Vanilla Discs, 2.7 oz",4.49,3.49,3.14,snacks_chips_salsas_dips,0.223,0.301,0.078,30% to 40%,Chocolate
Taza Chocolate,"Super Dark Chocolate Disc, 2.7 oz",4.49,3.49,3.14,snacks_chips_salsas_dips,0.223,0.301,0.078,30% to 40%,Chocolate
Raaka,"Mini Oat Milk Chocolate Bar, 0.28 oz",0.99,0.79,0.71,snacks_chips_salsas_dips,0.202,0.283,0.081,20% to 30%,Chocolate
Raaka Chocolate,"Chocolate Bar Mini Mini Pink Sea Salt, 0.28 oz",0.99,0.79,0.71,snacks_chips_salsas_dips,0.202,0.283,0.081,20% to 30%,Chocolate
Raaka,"100% Cacao Mini Chocolate Bar, 0.28 oz",0.99,0.79,0.71,snacks_chips_salsas_dips,0.202,0.283,0.081,20% to 30%,Chocolate
Chuao Chocolatier,"Sprinkle Dreams Chocolate Bar, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Chuao Chocolatier,"Salted Chocolate Crunch Chocolate, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Chuao Chocolatier,"Ravishing Rocky Road Chocolate, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Raaka Chocolate,"Organic Cacao Chocolate Bar, 1.8 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Chocolate
Raaka,"Maple & Nibs Virgin Chocolate, 1.8 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Chocolate
Raaka,"Pink Sea Salt Virgin Chocolate, 1.8 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Chocolate
Raaka Chocolate,"Chocolate Bar 58% Oat Milk Chocolate Bar, 1.8 ounce",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Chocolate
Raaka,"Bar Chocolate Bananas Foster, 1.8 oz",5.99,4.99,4.49,snacks_chips_salsas_dips,0.167,0.25,0.083,20% to 30%,Chocolate
Milk Bar,"Chocolate Birthday Truffle Crumb Cakes, 2.33 oz",2.99,2.5,2.25,snacks_chips_salsas_dips,0.164,0.247,0.083,20% to 30%,Chocolate
Milk Bar,"Chocolate Pretzel Truffle Crumb Cake, 528 gram",2.99,2.5,2.25,snacks_chips_salsas_dips,0.164,0.247,0.083,20% to 30%,Chocolate
Green & Black's,"Organic 85% Dark Chocolate Bar, 3.17 oz",3.49,2.99,2.69,snacks_chips_salsas_dips,0.143,0.229,0.086,20% to 30%,Chocolate
Lenny & Larry's,"The Complete Peanut Butter Chocolate Chip Cookie, 4 oz",2.29,2,1.8,snacks_chips_salsas_dips,0.127,0.214,0.087,20% to 30%,Chocolate
Lenny & Larry's,"The Complete Chocolate Chip Cookie, 4 oz",2.29,2,1.8,snacks_chips_salsas_dips,0.127,0.214,0.087,20% to 30%,Chocolate
John Kelly Chocolates,"Dark Chocolate Bourbon Truffle Fudge Bars Box 6pc, 10.2 oz",24.99,22.49,20.24,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Chocolate
RXBAR,"Chocolate Sea Salt and PB Chocolate Mini Bars, 0.9 oz",9.99,8.99,8.09,snacks_chips_salsas_dips,0.1,0.19,0.09,10% to 20%,Chocolate
John Kelly Chocolates,Dark Chocolate Sea Salt 4 Pack,16.29,14.69,13.22,snacks_chips_salsas_dips,0.098,0.188,0.09,10% to 20%,Chocolate
John Kelly Chocolates,Caramel Sea Salt Chocolate 4 Pack,16.29,14.69,13.22,snacks_chips_salsas_dips,0.098,0.188,0.09,10% to 20%,Chocolate
Chocolove,"Hazelnuts In Milk Chocolate Bar, 3.2 oz",3.19,2.89,2.6,snacks_chips_salsas_dips,0.094,0.185,0.091,10% to 20%,Chocolate
Lily's,"Sea Salt 70% Dark Chocolate, 2.8 oz",4.29,3.89,3.5,snacks_chips_salsas_dips,0.093,0.184,0.091,10% to 20%,Chocolate
Lily's,"White Chocolate Style Bar, 2.8 oz",4.29,3.89,3.5,snacks_chips_salsas_dips,0.093,0.184,0.091,10% to 20%,Chocolate
Lenny & Larry's,"Keto Chocolate Chip Cookie, 1.6 oz",2.19,2,1.8,snacks_chips_salsas_dips,0.087,0.178,0.091,10% to 20%,Chocolate
KIND Snacks,"Extra Dark Chocolate Bar 12 Count, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Almond & Coconut Fruit & Nut Bars, 16.8 oz",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Extra Dark Chocolate Bar, 1.4 oz",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Almond & Coconut Fruit & Nut Bar, 1.4 oz",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
Taza Chocolate,"Guajillo Chili Dark Chocolate, 2.7 oz",4.49,3.49,3.14,snacks_chips_salsas_dips,0.223,0.301,0.078,30% to 40%,Chocolate
Taza Chocolate,"Stone Ground Cinnamon Chocolate, 2.7 oz",4.49,3.49,3.14,snacks_chips_salsas_dips,0.223,0.301,0.078,30% to 40%,Chocolate
Rawkin Raw,"Organic Raw Vegan White Chocolate Truffle, 3 oz",6.79,5.49,4.94,snacks_chips_salsas_dips,0.191,0.272,0.081,20% to 30%,Chocolate
Rawkin Raw,"Organic Chocolate Mocha Truffle, 3 oz",6.79,5.49,4.94,snacks_chips_salsas_dips,0.191,0.272,0.081,20% to 30%,Chocolate
Rawkin Raw,"Organic White Chocolate Latte Truffle, 3 oz",6.79,5.49,4.94,snacks_chips_salsas_dips,0.191,0.272,0.081,20% to 30%,Chocolate
Rawkin Raw,"Organic Cool Chlorella Mint Chocolate Truffle, 3 oz",6.79,5.49,4.94,snacks_chips_salsas_dips,0.191,0.272,0.081,20% to 30%,Chocolate
Rawkin Raw,"Chocolate Superfood Macaroon, 2 oz",3.69,2.99,2.69,snacks_chips_salsas_dips,0.19,0.271,0.081,20% to 30%,Chocolate
Chuao Chocolatier,"Chuao Oh My Smores! Chocolate, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Chuao Chocolatier,"Cheeky Cheeky Churro Chocolate Bar, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Chuao Chocolatier,"Firecracker Chocolate, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Chuao Chocolatier,"Potato Chip Chocolate, 2.8 oz",5.49,4.49,4.04,snacks_chips_salsas_dips,0.182,0.264,0.082,20% to 30%,Chocolate
Green & Black's,"Organic Dark Chocolate Bar 70%, 3.17 oz",3.39,2.99,2.69,snacks_chips_salsas_dips,0.118,0.206,0.088,20% to 30%,Chocolate
Chuao Chocolatier,"Mini Salted Crunch Chocolate Bar, 0.39 oz",0.99,0.89,0.8,snacks_chips_salsas_dips,0.101,0.192,0.091,10% to 20%,Chocolate
Chuao Chocolatier,"Honeycomb Mini Chocolate Bar, 0.39 oz",0.99,0.89,0.8,snacks_chips_salsas_dips,0.101,0.192,0.091,10% to 20%,Chocolate
KIND Snacks,"Salted Caramel & Dark Chocolate Nut Bar, 1.4 oz",1.45,1.33,1.2,snacks_chips_salsas_dips,0.083,0.172,0.089,10% to 20%,Chocolate
Kate's Real Food,"Organic Dark Chocolate Cherry & Almond Handle Bar, 2.2 oz",2.79,1.67,1.5,snacks_chips_salsas_dips,0.401,0.462,0.061,40% to 50%,Chocolate
Kate's Real Food,"Organic Peanut Butter Milk Chocolate Tram Bar, 2.2 oz",2.79,1.67,1.5,snacks_chips_salsas_dips,0.401,0.462,0.061,40% to 50%,Chocolate
Kate's Real Food,"Organic Peanut Butter Dark Chocolate Grizzly Bar, 2.2 oz",2.79,1.67,1.5,snacks_chips_salsas_dips,0.401,0.462,0.061,40% to 50%,Chocolate
KIND Snacks,"Dark Chocolate Cherry Cashew + Antioxidants Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Peanut Butter Dark Chocolate Protein Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Almond & Coconut Fruit & Nut Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Nuts & Sea Salt Nuts Bars, 1 each",21.49,15.96,14.36,snacks_chips_salsas_dips,0.257,0.332,0.075,30% to 40%,Chocolate
KIND Snacks,"Dark Chocolate Almond & Coconut Fruit & Nut Bar, 1 each",1.79,1.33,1.2,snacks_chips_salsas_dips,0.257,0.33,0.073,30% to 40%,Chocolate
Valrhona,"70% Guanaja Chocolate Discs, 0.27 lb",21.99,19.99,17.99,snacks_chips_salsas_dips,0.091,0.182,0.091,10% to 20%,Chocolate
Barbara's Bakery,Original Cheese Puffs (7 Oz),3.49,2.5,2.25,snacks_chips_salsas_dips,0.284,0.355,0.071,30% to 40%,Cheese
Spudsy,"Vegan Cheesy Cheddar Sweet Potato Puffs, 4 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Cheese
Hippeas,"Vegan White Cheddar Puffs, 4 oz",3.99,3,2.7,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Cheese
The Good Crisp Company,"Aged White Cheddar Potato Crisps, 5.6 oz",3.69,3,2.7,snacks_chips_salsas_dips,0.187,0.268,0.081,20% to 30%,Cheese
Brazi Bites,"Gluten-Free Cheese Bread, Garlic Asiago, 11.5oz (Frozen)",5.99,5.69,5.12,snacks_chips_salsas_dips,0.05,0.145,0.095,10% to 20%,Cheese
Brazi Bites,"Gluten-Free Cheese Bread, 3 Cheese Pizza, 11.5oz (Frozen)",5.99,5.69,5.12,snacks_chips_salsas_dips,0.05,0.145,0.095,10% to 20%,Cheese
Brazi Bites,"Gluten-Free Cheese Bread, Cheddar & Parmesan, 11.5oz (Frozen)",5.99,5.69,5.12,snacks_chips_salsas_dips,0.05,0.145,0.095,10% to 20%,Cheese
Sonoma Creamery,"Bacon Cheddar Crisps, 2.25 oz",4.79,3,2.7,snacks_chips_salsas_dips,0.374,0.436,0.062,40% to 50%,Cheese
Cava,"Crazy Spicy Feta Dip, 8 oz",9.29,6.99,6.29,snacks_chips_salsas_dips,0.248,0.323,0.075,30% to 40%,Cheese
Kor Shots,"VITALITY, 1.7 fl oz",3.79,3.19,2.87,supplements,0.158,0.243,0.085,20% to 30%,Juice
Kor Shots,"Gut Check Apple Cider Vinegar, 1.7 fl oz",3.79,3.19,2.87,supplements,0.158,0.243,0.085,20% to 30%,Juice
Barlean's,"Omega Swirl Strawberry Banana Flax Oil, 16 oz",30.49,19.99,17.99,supplements,0.344,0.41,0.066,40% to 50%,supplement
Lakewood,"PURE Whole Leaf Aloe Pure Organic, 32 fl oz",8.99,5.99,5.39,supplements,0.334,0.4,0.066,30% to 40%,supplement
Liquid I.V.,"Hydration Multiplier Passion Fruit Passion Fruit, 16 gram",2.99,2,1.8,supplements,0.331,0.398,0.067,30% to 40%,supplement
Liquid IV,"Hydration Sleeve, 0.56 oz",2.99,2,1.8,supplements,0.331,0.398,0.067,30% to 40%,supplement
Enzymedica,"Digest Gold, 90 capsules",54.49,39.99,35.99,supplements,0.266,0.34,0.074,30% to 40%,supplement
Wishgarden,"Herbs Kick-Ass Immune Activator - Organic Herbal Immune Booster, Promotes Healthy Immune System Response and Resistance, Use for Early Onset of Sickness (4oz Jigger)",38.99,28.99,26.09,supplements,0.256,0.331,0.075,30% to 40%,supplement
Wedderspoon,"Organic Manuka Honey Drops Ginger, 4 oz",11.99,8.99,8.09,supplements,0.25,0.325,0.075,30% to 40%,supplement
Wedderspoon,"Organic Manuka Honey Drops Lemon, 4 oz",11.99,8.99,8.09,supplements,0.25,0.325,0.075,30% to 40%,supplement
Wedderspoon,"Organic Manuka Honey Drops Eucalyptus, 4 oz",11.99,8.99,8.09,supplements,0.25,0.325,0.075,30% to 40%,supplement
Plant Fusion,"Vanilla Complete Plant Protein, 15.87 oz",32.99,25.89,23.3,supplements,0.215,0.294,0.079,20% to 30%,supplement
Vega,"Sport Energizer Acai Berry Tub, 16.2 oz",39.99,31.99,28.79,supplements,0.2,0.28,0.08,20% to 30%,supplement
Vega,"Sport Energizer Strawberry Lemonade Tub, 16.1 oz",39.99,31.99,28.79,supplements,0.2,0.28,0.08,20% to 30%,supplement
Nature's Way,"Original Sambucus Standardized Elderberry Syrup, 8 fl oz",29.99,23.99,21.59,supplements,0.2,0.28,0.08,20% to 30%,supplement
Nature's Way,"Sambucus Immune Standardized Elderberry Syrup, 4 fl oz",18.99,15.19,13.67,supplements,0.2,0.28,0.08,20% to 30%,supplement
Vega,"Vanilla Flavor Sport Performance Protein, 29.2 oz",54.99,43.99,39.59,supplements,0.2,0.28,0.08,20% to 30%,supplement
Nature's Way,"Standardized Elderberry Sambucus Gummies, 60 gummies",20.99,16.79,15.11,supplements,0.2,0.28,0.08,20% to 30%,supplement
Vega,"Sport Sugarfree Energizer Acai Berry Tub, 4 oz",39.99,31.99,28.79,supplements,0.2,0.28,0.08,20% to 30%,supplement
Barlean's,"Organic Flax Oil, 16 fl oz",22.99,18.49,16.64,supplements,0.196,0.276,0.08,20% to 30%,supplement
Manitoba Harvest Hemp Foods,"Organic Hemp Hearts, 12 oz",15.49,12.49,11.24,supplements,0.194,0.274,0.08,20% to 30%,supplement
Manitoba Harvest Hemp Foods,"Natural Hemp Hearts, 8 oz",9.49,7.69,6.92,supplements,0.19,0.271,0.081,20% to 30%,supplement
New Chapter,Women's Daily Probiotic,34.99,29.49,26.54,supplements,0.157,0.241,0.084,20% to 30%,supplement
New Chapter,"Probiotic All-Flora, 30 capsules",34.99,29.49,26.54,supplements,0.157,0.241,0.084,20% to 30%,supplement
Olly,"Kids Cherry Berry Mighty Immunity, 50 gummies",16.49,13.99,12.59,supplements,0.152,0.237,0.085,20% to 30%,supplement
Vital Proteins,"Vanilla Collagen Creamer, 10.6 oz",32.99,27.99,25.19,supplements,0.152,0.236,0.084,20% to 30%,supplement
Ancient Nutrition,"Protein Multi Collagen Vanilla, 16.8 oz",49.99,42.49,38.24,supplements,0.15,0.235,0.085,20% to 30%,supplement
Ancient Nutrition,"Multi Collagen Protein, 8.6 oz",29.99,25.49,22.94,supplements,0.15,0.235,0.085,20% to 30%,supplement
Ancient Nutrition,"Vanilla Plant Protein, 11.5 oz",39.99,33.99,30.59,supplements,0.15,0.235,0.085,20% to 30%,supplement
New Chapter,"Zyflamend™, 120 vegetarian capsules",63.99,54.49,49.04,supplements,0.148,0.234,0.086,20% to 30%,supplement
New Chapter,"Bone Strength Take Care™, 120 vegetarian slim tablets",60.99,51.99,46.79,supplements,0.148,0.233,0.085,20% to 30%,supplement
New Chapter,"Bone Strength Take Care™, 60 vegetarian slim tablets",33.99,28.99,26.09,supplements,0.147,0.232,0.085,20% to 30%,supplement
Olly,"Prenatal Folic Acid + DHA Gummy, 60 gummies",16.99,14.49,13.04,supplements,0.147,0.232,0.085,20% to 30%,supplement
New Chapter,"Zyflamend™, 60 vegetarian capsules",40.99,34.99,31.49,supplements,0.146,0.232,0.086,20% to 30%,supplement
Olly,"Blackberry Zen Restful Sleep Gummy, 10 count",4.99,4.29,3.86,supplements,0.14,0.226,0.086,20% to 30%,supplement
Olly,"Berry Verbana Goodbye Stress, 10 count",4.99,4.29,3.86,supplements,0.14,0.226,0.086,20% to 30%,supplement
Vitamin Friends,"Iron Strawberry Gummies, 60 gummies",23.99,20.99,18.89,supplements,0.125,0.213,0.088,20% to 30%,supplement
Lakewood Organic,"Fresh Pressed Pure Aloe Gel, 32 fl oz",8.99,7.99,7.19,supplements,0.111,0.2,0.089,10% to 20%,supplement
Source Naturals,"Wellness Formula Tablets, 90 tablets",27.49,24.49,22.04,supplements,0.109,0.198,0.089,10% to 20%,supplement
Arnica,"re Tablets, 60 tablets",11.49,10.29,9.26,supplements,0.104,0.194,0.09,10% to 20%,supplement
Source Naturals,"Wellness Formula Tablets, 45 tablets",14.49,12.99,11.69,supplements,0.104,0.193,0.089,10% to 20%,supplement
Source Naturals,"Melatonin 3mg Tablets, 120 tablets",19.79,17.79,16.01,supplements,0.101,0.191,0.09,10% to 20%,supplement
Arnica,"Montana Pellets, 30C, 80 pellets",14.99,13.49,12.14,supplements,0.1,0.19,0.09,10% to 20%,supplement
Source Naturals,"Wellness Formula Capsules, 120 capsules",25.99,23.49,21.14,supplements,0.096,0.187,0.091,10% to 20%,supplement
Boiron,"Chestal Honey Homeopathic Medicine, 6.7 oz",10.99,9.99,8.99,supplements,0.091,0.182,0.091,10% to 20%,supplement
Source Naturals,"Wellness Formula Tablets, 180 tablets",52.99,47.49,42.74,supplements,0.104,0.193,0.089,10% to 20%,supplement
