,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
1563,GoMacro,12ct Peanut Butter MacroBar,32.29,24.0,21.6,0.25673583152678847,0.3310622483741096,0.07432641684732111,25% to 50%,MacroBar
1766,GoMacro,12ct Blueberry + Cashew Butter MacroBar,32.29,24.0,21.6,0.25673583152678847,0.3310622483741096,0.07432641684732111,25% to 50%,Blueberry
655,Bob's Red Mill,Organic Polenta Corn Grits,4.29,3.19,2.87,0.2564102564102564,0.331002331002331,0.07459207459207462,25% to 50%,Grits
673,Ultima Replenisher,Wild Raspberry Electrolyte Powder,19.49,14.49,13.04,0.25654181631605943,0.33093894304771676,0.07439712673165733,25% to 50%,Powder
502,Ultima Replenisher,Pink Lemonade Electrolytes Tub,19.49,14.49,13.04,0.25654181631605943,0.33093894304771676,0.07439712673165733,25% to 50%,Tub
477,Ultima Replenisher,Lemonade Electrolyte Powder,19.49,14.49,13.04,0.25654181631605943,0.33093894304771676,0.07439712673165733,25% to 50%,Powder
1343,Bulletproof,Chocolate Collagen Protein Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1383,Love Good Fats,Lemon Mousse Snack Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1055,Bulletproof,Vanilla Shortbread Collagen Protein Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1339,Munk Pack,Peanut Butter Chocolate Chip Protein Cookie,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Cookie
27,Essentia,1.5L Single,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Single
0,PRODUCE,Organic Bunched Celery,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Celery
1407,Munk Pack,Double Dark Chocolate Protein Cookie,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Cookie
1143,Bulletproof,Coconut Cream Chocolate Fudge Collagen Protein Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1656,Love Good Fats,Salted Caramel Flavor Nut Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1531,Munk Pack,Snickerdoodle Protein Cookie,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Cookie
1518,Love Good Fats,Dark Chocolatey Sea Salt And Almond Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1260,Bulletproof,Vanilla Cookie Chocolate Fudge Collagen Protein Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1042,Bulletproof,Choc Chip Cookie Dough Collagen Prtn Bar,2.69,2.0,1.8,0.2565055762081784,0.33085501858736055,0.07434944237918217,25% to 50%,Bar
1241,Giovanni Cosmetics,Smooth Silk Travel Conditioner,9.79,7.29,6.56,0.2553626149131767,0.32992849846782424,0.07456588355464755,25% to 50%,Conditioner
1556,Giovanni Cosmetics,50/50 Balanced Hydrating Calming Conditioner,9.79,7.29,6.56,0.2553626149131767,0.32992849846782424,0.07456588355464755,25% to 50%,Conditioner
1398,Giovanni Cosmetics,Tea Tree Triple Treat Conditioner,9.79,7.29,6.56,0.2553626149131767,0.32992849846782424,0.07456588355464755,25% to 50%,Conditioner
1128,Sunfood™,Organic Acai Powder Raw,23.49,17.49,15.74,0.2554278416347382,0.3299276287782035,0.07449978714346528,25% to 50%,Raw
1590,RADIUS,Soft Tour Travel Toothbrush,6.29,4.69,4.22,0.2543720190779014,0.329093799682035,0.07472178060413359,25% to 50%,Toothbrush
1116,Dr. Bronner's,Organic Castile Baby Liquid Soap,11.79,8.79,7.91,0.25445292620865145,0.32909245122985575,0.0746395250212043,25% to 50%,Soap
75,Bob's Red Mill,Organic Old Fashioned Rolled Oats,6.69,4.99,4.49,0.25411061285500747,0.32884902840059793,0.07473841554559046,25% to 50%,Oats
292,Outer Aisle Gourmet,Italian Cauliflower Pizza Crust,6.69,4.99,4.49,0.25411061285500747,0.32884902840059793,0.07473841554559046,25% to 50%,Crust
360,Bob's Red Mill,Organic Thick Rolled Oats,6.69,4.99,4.49,0.25411061285500747,0.32884902840059793,0.07473841554559046,25% to 50%,Oats
1699,Bob's Red Mill,Teff Flour,6.69,4.99,4.49,0.25411061285500747,0.32884902840059793,0.07473841554559046,25% to 50%,Flour
63,Bragg Live Food Products,Organic Extra Virgin Olive Oil,20.49,15.29,13.76,0.2537823328452904,0.32845290385553927,0.07467057101024888,25% to 50%,Oil
1179,inner-ēco,Fresh Coconut Water Probiotic,20.49,15.29,13.76,0.2537823328452904,0.32845290385553927,0.07467057101024888,25% to 50%,Probiotic
240,Bob's Red Mill,Old Country Style Muesli,8.69,6.49,5.84,0.2531645569620252,0.3279631760644419,0.0747986191024167,25% to 50%,Muesli
482,Bragg Live Food Products,All Purpose Seasoning Liquid Aminos,8.69,6.49,5.84,0.2531645569620252,0.3279631760644419,0.0747986191024167,25% to 50%,Aminos
1856,AURA CACIA,Rose Otto In Jojoba Oil,17.79,13.29,11.96,0.25295109612141653,0.32771219786396844,0.0747611017425519,25% to 50%,Otto
1823,PRODUCE,Roma Plum Tomato,1.99,1.49,1.34,0.25125628140703515,0.3266331658291457,0.07537688442211055,25% to 50%,Tomato
1852,Bob's Red Mill,Wheat Bran,1.99,1.49,1.34,0.25125628140703515,0.3266331658291457,0.07537688442211055,25% to 50%,Bran
169,SEAFOOD,Atlantic Blue Point Oysters,1.99,1.49,1.34,0.25125628140703515,0.3266331658291457,0.07537688442211055,25% to 50%,Oysters
1723,Om Mushroom Superfood,Mushroom Coffee Blend Drink Mix,1.99,1.49,1.34,0.25125628140703515,0.3266331658291457,0.07537688442211055,25% to 50%,Mix
914,Bob's Red Mill,Apple Pieces And Cinnamon Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.2510460251046025,0.3263598326359832,0.07531380753138073,25% to 50%,Pieces
702,Bob's Red Mill,Brown Sugar And Maple Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.2510460251046025,0.3263598326359832,0.07531380753138073,25% to 50%,Sugar
965,Bob's Red Mill,Classic Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.2510460251046025,0.3263598326359832,0.07531380753138073,25% to 50%,Cup
1317,Bob's Red Mill,Blueberry Hazelnut Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.2510460251046025,0.3263598326359832,0.07531380753138073,25% to 50%,Cup
1300,Near East,Rosemary And Olive Oil Quinoa Blend,3.19,2.39,2.15,0.2507836990595611,0.3260188087774295,0.0752351097178684,25% to 50%,Blend
840,Nature's Path Organic,Flax Plus Pumpkin Raisin Crunch Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
684,PRODUCE,Organic Orange Bell Pepper,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Pepper
941,Bob's Red Mill,Organic Coconut Flour,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Flour
694,Pomi,Italian Chopped Tomatoes,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Tomato
470,Nature's Path Organic,Flax Plus Raisin Bran Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
626,Follow Your Heart,Dairy-Free Feta Crumbles 6 oz,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Feta
665,Nature's Path Organic,Flax Plus Multibran Flakes Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
645,Nature's Path Organic,Flax Plus Maple Pecan Crunch Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
1296,Pomi,Finely Chopped Tomatoes,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Tomato
630,Nature's Path Organic,Flax Plus Red Berry Crunch Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
719,Pomi,Italian Strained Tomatoes,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Tomato
1943,La Famiglia Del Grosso,Organic Tomato Basil Pasta Sauce,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Sauce
603,Culina,Sour Cherry Almond Coconut Yogurt,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Yogurt
366,Culina,Coconut Yogurt Blueberry Lavender,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Lavender
1201,Cabot Creamery,Cooperative Sharp Light Natural Vermont Cheddar Cheese,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cheese
1826,Cabot Creamery,Habanero Cheddar Cheese,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cheese
1831,Culina,Coconut Yogurt Strawberry Rose,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Rose
350,Culina,Coconut Yogurt Plain and Simple,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Plain
714,Cabot Creamery,Sharp Cheddar Bar,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Bar
1953,La Famiglia Del Grosso,Organic Marinara,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Marinara
257,Nature's Path Organic,Organic Heritage Flakes,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Flakes
861,Bob's Red Mill,Semolina Pasta Flour,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Flour
8,PRODUCE,Organic Ginger Root,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Root
243,Culina,Coconut Yogurt Bourbon Vanilla,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Vanilla
125,Cabot Creamery,Seriously Sharp Cheddar Cheese,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cheese
1023,Nature's Path Organic,Honey'd Corn Flakes Cereal,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Cereal
22,PRODUCE,Organic Red Bell Pepper,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Pepper
217,PRODUCE,Organic Yellow Bell Pepper,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Pepper
1411,Snacklins,Bbq Veggie Crisps,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Crisps
1412,Snacklins,Chesapeake Bay Veggie Crisps,3.99,2.99,2.69,0.2506265664160401,0.3258145363408522,0.07518796992481214,25% to 50%,Crisps
1611,Bob's Red Mill,Sorghum Flour,4.39,3.29,2.96,0.2505694760820045,0.32574031890660593,0.0751708428246014,25% to 50%,Flour
487,Bob's Red Mill,Gluten Free Muesli,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Muesli
103,Bragg Live Food Products,Premium Nutritional Yeast Seasoning,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Seasoning
1373,Noble Made by the New Primal,Tomato Ketchup,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Ketchup
1928,Himalaya®,Peppermint Complete Care Toothpaste,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Toothpaste
2046,SEVENTH GENERATION,Lemongrass & Citrus Disinfecting Bathroom Cleaner,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Cleaner
1455,Himalaya®,Peppermint White Cmplte Care Toothpaste,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Toothpaste
1164,Himalaya®,Mint Whitening Complete Care Toothpaste,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Toothpaste
1709,Super Coffee,Vanilla Super Creamer,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Creamer
1236,Enlightened,Sugar Free Cones,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Cones
749,Doctor in the Kitchen,Organic Rosemary Flackers,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Flackers
2051,Doctor in the Kitchen,Organic Hemp Seed & Hatch Green Chile Crisps,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Seed
475,Doctor in the Kitchen,Organic Sea Salt Flax Seed Crackers,5.99,4.49,4.04,0.25041736227045075,0.325542570951586,0.07512520868113526,25% to 50%,Crackers
1550,The New Primal,Classic Marinade & Cooking Sauce,7.99,5.99,5.39,0.2503128911138923,0.3254067584480601,0.07509386733416779,25% to 50%,Marinade
91,Kite Hill,Artisan Almond Milk Ricotta,7.99,5.99,5.39,0.2503128911138923,0.3254067584480601,0.07509386733416779,25% to 50%,Ricotta
249,La Tourangelle,Organic Extra Virgin Olive Oil,15.99,11.99,10.79,0.2501563477173233,0.32520325203252043,0.07504690431519712,25% to 50%,Oil
830,Artisana Foods,Raw Coconut Butter,15.99,11.99,10.79,0.2501563477173233,0.32520325203252043,0.07504690431519712,25% to 50%,Butter
232,Bob's Red Mill,Super-fine Almond Flour,17.99,13.49,12.14,0.2501389660922734,0.3251806559199555,0.07504168982768211,25% to 50%,Flour
1451,Sunfood™,Organic Camu Camu Powder,19.99,14.99,13.49,0.25012506253126554,0.32516258129064524,0.0750375187593797,25% to 50%,Powder
570,Sunfood Superfoods,Organic Matcha Powder,21.99,16.49,14.84,0.2501136880400182,0.3251477944520236,0.07503410641200536,25% to 50%,Powder
677,Sunfood™,Organic Sun Is Shining,27.99,20.99,18.89,0.25008931761343334,0.32511611289746334,0.07502679528403,25% to 50%,Sun
1327,nuun,Berry Blast Effervescent Energy,7.99,6.0,5.4,0.24906132665832292,0.3241551939924906,0.07509386733416767,25% to 50%,Energy
42,LaCroix Sparkling Water,Naturally Tangerine Essenced Sparkling Water (12 Pk),5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
136,LaCroix Sparkling Water,Watermelon Sparkling Water 12pk,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Watermelon
32,LaCroix Sparkling Water,LaCroix Lime Sparkling Water (12-pk),5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
271,LaCroix Sparkling Water,Key Lime Sparkling Water 12 Pack,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
46,LaCroix Sparkling Water,Pure Sparkling Water (12 Pk),5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
19,LaCroix Sparkling Water,Grapefruit Sparkling Water,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
156,LaCroix Sparkling Water,Naturally Passionfruit Essenced Spakling Water,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
87,LaCroix Sparkling Water,Limoncello Sparkling Water,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
411,LaCroix Sparkling Water,Orange Sparkling Water 12 Pack,5.99,4.5,4.05,0.24874791318864775,0.323873121869783,0.07512520868113526,25% to 50%,Water
945,Sunfood™,Chlorella Tablets,24.99,18.79,16.91,0.24809923969587833,0.32332933173269307,0.07523009203681474,25% to 50%,Tablets
1393,TRILOGY,Organic Rosehip Oil,24.99,18.79,16.91,0.24809923969587833,0.32332933173269307,0.07523009203681474,25% to 50%,Oil
2052,RightRice,Cilantro Lime Rice,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Rice
571,GoodBelly,Probiotic Juice Mango,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Mango
1918,Annie's Homegrown,Organic Vegetable Farm Shaped Pasta Soup,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Soup
1703,Annie's Homegrown,Organic Chicken Noodle Soup,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Soup
1932,Mavericks,Non-stop Choc Cookiez,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Cookiez
1494,Moon Cheese,White Cheddar Black Pepper Cheese Snack,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Snack
1614,FIELD & FARMER,Sweet Basil Vinaigrette,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Vinaigrette
720,LesserEvil,Veggie Sticks Himalayan Pink Salt,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Salt
2014,Solely,Organic Chili & Salt Dried Pineapple Rings,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Chili
84,Sunripe Certified Brands,Organic Grape Tomatoes,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Tomato
786,Moon Cheese,Cheddar ,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Cheddar
1948,Mavericks,Str8-up Original Crackerz,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Crackerz
1670,FIELD & FARMER,Plant-Based Ranch Dressing,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Dressing
219,LesserEvil,"Paleo Puffs ""No Cheese"" Cheesiness",3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Cheesiness
2003,Moon Cheese,Garlickin' Parm Bites,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Bites
1542,LesserEvil,Himalayan Pink Salt Sun Poppers,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Poppers
1582,GOLDTHREAD HERBS,Radiance Herbal Elixir,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Elixir
1638,GOLDTHREAD HERBS,Hawaiian Ginger Herbal Elixir,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Elixir
748,GoodBelly,Organic Raspberry Blackberry Probiotic Drink,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Drink
1059,LesserEvil,Veggie Sticks Vegan Ranch,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Ranch
689,LesserEvil,Paleo Puffs Fiery Hot,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Hot
723,GoodBelly,Blueberry Acai Probiotic Juice Drink,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Drink
770,Moon Cheese,Gouda ,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Gouda
1785,FIELD & FARMER,Plant-Based Caesar Dressing,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Dressing
1403,LesserEvil,Sour Cream and Onion Sun Poppers,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Poppers
1467,FIELD & FARMER,Lemon Garlic Basil Vinaigrette,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Vinaigrette
1906,Mavericks,Easy Cheesy Crackerz,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Crackerz
1925,Mavericks,Double Trouble Choc Cookiez,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Cookiez
1404,Upton's Naturals,Lightly Seasoned Shredded Jackfruit,3.99,3.0,2.7,0.24812030075187974,0.32330827067669177,0.07518796992481203,25% to 50%,Jackfruit
1768,TRILOGY,Cream Cleanser,22.99,17.29,15.56,0.2479338842975206,0.3231839930404523,0.0752501087429317,25% to 50%,Cleanser
1776,RADIUS,Big Brush Head Replacement 2 Count,9.69,7.29,6.56,0.24767801857585137,0.32301341589267285,0.07533539731682148,25% to 50%,Count
333,Catalina Crunch,Keto Friendly Fruity Cereal,9.29,6.99,6.29,0.247578040904198,0.32292787944025825,0.07534983853606025,25% to 50%,Cereal
106,Catalina Crunch,Dark Chocolate Cereal,9.29,6.99,6.29,0.247578040904198,0.32292787944025825,0.07534983853606025,25% to 50%,Cereal
2018,Catalina Crunch,Graham Cracker Cereal,9.29,6.99,6.29,0.247578040904198,0.32292787944025825,0.07534983853606025,25% to 50%,Cereal
96,Catalina Crunch,Cinnamon Toast Cereal,9.29,6.99,6.29,0.247578040904198,0.32292787944025825,0.07534983853606025,25% to 50%,Cereal
1860,DeLallo,Sundried Tomato And Olive Pesto,7.29,5.49,4.94,0.24691358024691357,0.32235939643347045,0.07544581618655688,25% to 50%,Tomato
1695,ANDALOU NATURALS,Kukui Cocoa Body Butter,14.99,11.29,10.16,0.24683122081387598,0.3222148098732488,0.07538358905937281,25% to 50%,Butter
994,Sunfood™,Organic Golden Milk Super Blend,14.99,11.29,10.16,0.24683122081387598,0.3222148098732488,0.07538358905937281,25% to 50%,Blend
957,Sunfood Superfoods,Broken Cell Wall Chlorella Tablets,14.99,11.29,10.16,0.24683122081387598,0.3222148098732488,0.07538358905937281,25% to 50%,Tablets
1941,GREEN GARDEN,Organic Freeze Dried Basil,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Freeze
2026,Organic India,Green Tea Tulsi Green Tea,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
2060,Organic India,Tulsi Infusion Tea: Ashwagandha,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
2044,Organic India,Organic Tulsi Sleep Tea,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
1132,Organic India,Sweet Rose Herbal Tea,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
1384,Organic India,Original Tulsi Holy Basil Tea,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
2064,Organic India,Tulsi Infusion Tea: Hibiscus,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
2016,Organic India,Organic Turmeric Ginger Herbal Tea,5.69,4.29,3.86,0.2460456942003515,0.3216168717047453,0.0755711775043938,25% to 50%,Tea
1005,Icelandic Provisions,Strawberry Almond Skyr,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Skyr
653,The New Primal,Classic Beef Stick,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Stick
821,Icelandic Provisions,"Peach, Apricot Skyr",1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Peach
242,Icelandic Provisions,Strawberry Lingonberry Thick & Creamy Skyr,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Thick
357,Icelandic Provisions,Extra Creamy Vanilla Bean,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Bean
332,Icelandic Provisions,Peach Cloudberry Skyr,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Skyr
362,Just Water,Spring Water,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Water
375,Icelandic Provisions,Extra Creamy Cold Brew Coffee,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Coffee
1987,Icelandic Provisions,Blueberry Bilberry Skyr,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Skyr
962,Icelandic Provisions,Blueberry Walnut Skyr,1.99,1.5,1.35,0.24623115577889443,0.321608040201005,0.07537688442211055,25% to 50%,Skyr
1329,Bonafide Provisions,Organic Chicken Bone Broth With Lemon Turmeric,5.29,3.99,3.59,0.2457466918714556,0.3213610586011343,0.0756143667296787,25% to 50%,Broth
1049,Purely Elizabeth,Original Ancient Grain Oatmeal,5.29,3.99,3.59,0.2457466918714556,0.3213610586011343,0.0756143667296787,25% to 50%,Oatmeal
1030,Bob's Red Mill,Gluten Free Pancake Mix,5.29,3.99,3.59,0.2457466918714556,0.3213610586011343,0.0756143667296787,25% to 50%,Mix
1297,Bonafide Provisions,Organic Lions Mane With Chicken Bone Broth Cup,5.29,3.99,3.59,0.2457466918714556,0.3213610586011343,0.0756143667296787,25% to 50%,Mane
143,Lightlife,Organic Smoky Bacon Tempeh Strips,5.29,3.99,3.59,0.2457466918714556,0.3213610586011343,0.0756143667296787,25% to 50%,Strips
774,Sunfood™,Organic Chia Seeds,10.99,8.29,7.46,0.245677888989991,0.32120109190172885,0.07552320291173786,25% to 50%,Seeds
1681,ANDALOU NATURALS,Lavender Shea Hand Cream,9.79,7.39,6.65,0.24514811031664963,0.3207354443309498,0.07558733401430018,25% to 50%,Cream
237,Organic Valley,Purity Farms Ghee Clarified Butter,9.79,7.39,6.65,0.24514811031664963,0.3207354443309498,0.07558733401430018,25% to 50%,Ghee
1495,Frontera,Queso With Chipotle,4.49,3.39,3.05,0.24498886414253895,0.32071269487750564,0.07572383073496669,25% to 50%,Queso
1213,Frontera,Queso With Jalapeno,4.49,3.39,3.05,0.24498886414253895,0.32071269487750564,0.07572383073496669,25% to 50%,Queso
1511,RADIUS,Silky Soft Totz Toothbrush,3.69,2.79,2.51,0.24390243902439024,0.3197831978319784,0.07588075880758816,25% to 50%,Toothbrush
1640,Bob's Red Mill,Cornmeal Gluten Free Cornmeal,3.69,2.79,2.51,0.24390243902439024,0.3197831978319784,0.07588075880758816,25% to 50%,Cornmeal
1559,Bob's Red Mill,White Southern Style Corn Grits,3.69,2.79,2.51,0.24390243902439024,0.3197831978319784,0.07588075880758816,25% to 50%,Grits
966,Sunfood™,Sunfood Organic Turmeric Powder,6.99,5.29,4.76,0.24320457796852646,0.31902718168812594,0.07582260371959948,25% to 50%,Powder
1217,WELEDA,Lip Butter Skin Food,6.99,5.29,4.76,0.24320457796852646,0.31902718168812594,0.07582260371959948,25% to 50%,Food
397,BRAGG LIVE FOODS,Organic Coconut Liquid Aminos,6.99,5.29,4.76,0.24320457796852646,0.31902718168812594,0.07582260371959948,25% to 50%,Aminos
