,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
916,SEVENTH GENERATION,Lavender & Mint Liquid Dish Soap,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Lavender
1224,SEVENTH GENERATION,Citrus Ginger Dish Liquid,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Liquid
586,SEVENTH GENERATION,Free & Clear Liquid Dish Soap,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Soap
528,GT's Synergy Kombucha,Organic Lemon Berry 16oz,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Berry
405,GT's Synergy Kombucha,Organic Hibiscus Ginger 16oz,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Ginger
342,GT's Synergy Kombucha,Organic Tantric Turmeric 16oz,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Turmeric
341,GT's Synergy Kombucha,Pomegranate Power 16oz,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Power
835,GT's Alive,Ancient Mushroom Elixir Matcha Vanilla 16oz,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Vanilla
1037,RightRice,Herb Garlic Vegetable Rice,3.49,3.0,2.7,0.1404011461318052,0.22636103151862463,0.08595988538681942,0% to 25%,Rice
1587,Organicville,Olive Oil & Balsamic Organic Vinaigrette,4.29,3.69,3.32,0.1398601398601399,0.2261072261072261,0.08624708624708621,0% to 25%,Oil
1671,Organicville,Organic Ceasar Dressing,4.29,3.69,3.32,0.1398601398601399,0.2261072261072261,0.08624708624708621,0% to 25%,Dressing
1736,Organicville,Organic Jalapeno Ranch Dressing,4.29,3.69,3.32,0.1398601398601399,0.2261072261072261,0.08624708624708621,0% to 25%,Dressing
1468,Organicville,Non-Dairy Ranch Organic Dressing,4.29,3.69,3.32,0.1398601398601399,0.2261072261072261,0.08624708624708621,0% to 25%,Dressing
1514,Organicville,Organic Salt Free Italian Dressing,4.29,3.69,3.32,0.1398601398601399,0.2261072261072261,0.08624708624708621,0% to 25%,Dressing
500,Wholesome!,Organic Raw Unfiltered Honey,9.29,7.99,7.19,0.13993541442411184,0.22604951560818076,0.08611410118406893,0% to 25%,Honey
1731,Not Your Mother's,Matcha Green Tea & Wild Apple Blossom Butter Masque,9.29,7.99,7.19,0.13993541442411184,0.22604951560818076,0.08611410118406893,0% to 25%,Masque
104,Earth Balance,Soy Free Buttery Spread,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Spread
112,Earth Balance,Vegan Buttery Sticks,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Sticks
984,Earth Balance,Shortening Sticks,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Sticks
50,Earth Balance,Original Buttery Spread,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Spread
1258,Seven Sundays,Gluten Free Muesli Wild & Free Blueberry Chia Mix,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Mix
445,Horizon Organic,Low Fat Yogurt,5.79,4.99,4.49,0.13816925734024177,0.2245250431778929,0.08635578583765113,0% to 25%,Yogurt
1009,GoMacro,Organic Oatmeal Chocolate Chip Cookie Kids Bars,7.29,6.29,5.66,0.13717421124828533,0.22359396433470502,0.08641975308641969,0% to 25%,Bars
1256,GoMacro,Organic Peanut Butter Cup Kids Bars,7.29,6.29,5.66,0.13717421124828533,0.22359396433470502,0.08641975308641969,0% to 25%,Bars
1515,DESERT ESSENCE,Whitening Plus Mouthwash,7.29,6.29,5.66,0.13717421124828533,0.22359396433470502,0.08641975308641969,0% to 25%,Mouthwash
904,NuttZo,Keto Butter Crunchy,10.99,9.49,8.54,0.13648771610555055,0.22292993630573255,0.086442220200182,0% to 25%,Crunchy
1923,Ascent,Organic Vanilla Bean Plant Protein Single,3.69,3.19,2.87,0.1355013550135501,0.2222222222222222,0.08672086720867211,0% to 25%,Single
1665,Ascent,Vanilla Whey Protein Single Packet,3.69,3.19,2.87,0.1355013550135501,0.2222222222222222,0.08672086720867211,0% to 25%,Protein
672,Grillo's Pickles,Whole Dill Pickles,7.49,6.49,5.84,0.13351134846461954,0.22029372496662225,0.08678237650200271,0% to 25%,Pickles
90,Grillo's Pickles,Pickles,7.49,6.49,5.84,0.13351134846461954,0.22029372496662225,0.08678237650200271,0% to 25%,Pickles
194,Grillo's Pickles,Hot Pickles,7.49,6.49,5.84,0.13351134846461954,0.22029372496662225,0.08678237650200271,0% to 25%,Pickles
1363,BI O KLEEN,Bac Out Stain And Odor Eliminator,8.99,7.79,7.01,0.13348164627363734,0.22024471635150167,0.08676307007786432,0% to 25%,Eliminator
1094,SEVENTH GENERATION,Free & Clear Baby Wipes Refill,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Refill
2038,Bulletproof,French Kick Ground Coffee,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Coffee
2017,Bulletproof,The Original Ground Coffee,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Coffee
2035,Bulletproof,Mentalist Ground Coffee,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Coffee
2027,Bulletproof,Mentalist Whole Bean Coffee,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Coffee
1095,Natierra,Organic Mango Cheeks,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Cheeks
2019,Bulletproof,The Original Whole Bean Coffee,14.99,12.99,11.69,0.13342228152101399,0.2201467645096732,0.0867244829886592,0% to 25%,Coffee
247,Tofutti,Plain Imitation Cream Cheese,3.79,3.29,2.96,0.13192612137203164,0.21899736147757254,0.0870712401055409,0% to 25%,Cheese
1155,Himalaya®,PartySmart®,2.29,1.99,1.79,0.13100436681222705,0.21834061135371174,0.0873362445414847,0% to 25%,®
387,La Tourangelle,Delicate Avocado Oil,13.79,11.99,10.79,0.13052936910804924,0.21754894851341555,0.08701957940536631,0% to 25%,Oil
1163,Pacific Resources International,Pri 100% Raw Manuka Honey 10+,42.49,36.99,33.29,0.12944222169922337,0.21652153447870093,0.08707931277947756,0% to 25%,Honey
670,AURA CACIA,Lavender Essential Oil,11.79,10.29,9.26,0.12722646310432573,0.21458863443596266,0.08736217133163693,0% to 25%,Oil
1621,Keto and Co,Flatbread Pizza Bread Mix,10.29,8.99,8.09,0.1263362487852283,0.21379980563654033,0.08746355685131202,0% to 25%,Mix
1748,Santa Cruz Mountain Brewing,Organic Concord Grape Fruit Spread,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Spread
895,A Dozen Cousins,Cuban Black Beans,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Beans
1460,Santa Cruz Organic,Organic Seedless Red Raspberry Fruit Spread,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Spread
717,Califia Farms,Unsweetened Almond Milk,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Milk
1068,Bob's Red Mill,Potato Starch,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Starch
1623,Santa Cruz Organic,Organic Apricot Fruit Spread,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Spread
498,One Degree Organic Foods,Brown Rice Cacao Crisps,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Crisps
936,Califia Farms,Unsweetened Vanilla Almond Milk,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Milk
1080,Santa Cruz Organic,Strawberry Fruit Spread,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Spread
174,Organic Valley,Organic Cream Cheese,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Cheese
1250,A Dozen Cousins,Trini Chickpea Curry,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Curry
1268,A Dozen Cousins,Classic Refried Pinto Beans,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Beans
1697,A Dozen Cousins,Creole Red Beans,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Beans
1453,Califia Farms,Toasted Coconut Almondmilk,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Almondmilk
142,Vital Farms,Hard Boiled Pasture Raised Eggs,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Eggs
424,Lightlife,Smart Bacon® Vegan Bacon Strips,3.99,3.49,3.14,0.12531328320802004,0.21303258145363413,0.08771929824561409,0% to 25%,Strips
448,Pineland Farms,Italian Style Beef Meatballs,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Meatballs
1867,EAT NICE FOODS,Meaty Walnut Ravioli,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Ravioli
83,Changing Seas,Peppered Norwegian Roasted Salmon,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Salmon
1025,JUST,Egg Sous Vide Mexico,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Mexico
1802,EAT NICE FOODS,Creamy Nada Ricotta Ravioli,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Ravioli
128,Changing Seas,Norwegian Classic Roasted Salmon,7.99,6.99,6.29,0.12515644555694616,0.21276595744680848,0.08760951188986232,0% to 25%,Salmon
1973,TENDER AND TRUE PET FOOD,Turkey And Brown Rice Dog Food,15.99,13.99,12.59,0.1250781738586617,0.21263289555972487,0.08755472170106315,0% to 25%,Turkey
1835,Love Good Fats,Peanut Butter Chocolatey Snack Bar 12ct,27.42,24.0,21.6,0.12472647702407003,0.21225382932166303,0.08752735229759301,0% to 25%,12ct
1351,MEKHALA,Organic Lemongrass Turmeric Paste,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Paste
1423,Seven Sundays,Organic Farmers Market Mix Muesli,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Muesli
2031,Made In Nature,Organic Apricots Dried Fruit,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Fruit
675,Blake's All Natural Foods,Chicken Pot Pie,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Pie
1190,MEKHALA,Organic Yellow Curry Paste,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Paste
1316,Blake's All Natural Foods,Shepherds Pie,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Pie
1544,MEKHALA,Organic Tom Yum Paste,5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Paste
348,LesserEvil,"Organic Popcorn, Snack Pack Himalayan Pink",5.69,4.99,4.49,0.12302284710017575,0.21089630931458703,0.08787346221441128,0% to 25%,Popcorn
1571,Rao's Homemade,Soup Rte Pasta Fagioli,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Fagioli
409,Unique Pretzel,Unique Extra Dark Pretzel Splits,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Splits
1344,FRESH BELLIES,Two To Mango Toddler Snack,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Snack
1672,FRESH BELLIES,Pepperlicious Toddler Snack,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Snack
1024,Pipcorn,Heirloom Crunchies Parmesan Truffle,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Truffle
593,Rao's Homemade,Italian Wedding Soup With Meatballs,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Soup
611,From The Ground Up,CAULIFLOWER PRETZEL STICKS ORIGINAL,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,STICKS
1218,Banza,Chickpea Elbow Mac & White Cheddar Cheese,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Mac
613,From The Ground Up,Cheddar Cauliflower Crackers,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Crackers
616,From The Ground Up,CAULIFLOWER PRETZEL TWISTS ORIGINAL,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,PRETZEL
789,Banza,Plant Based Mac With Chickpea Pasta,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Mac
59,Vita Coco,Pure Coconut Water,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Water
1302,From The Ground Up,CRACKERS BUTTERNUT SQUASH SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,CRACKERS
648,From The Ground Up,CAULIFLOWER STALKS CHEDDAR,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,CAULIFLOWER
1167,From The Ground Up,CHIPS TORTILLA BUTTERNUTSQUASH SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,SALT
652,From The Ground Up,TORTILLA CHIPS CAULIFLOWER NACHO,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,NACHO
1203,FRESH BELLIES,Strawberry Feels Forever Strawberries And Balsamic Snack,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Snack
739,Banza,Chickpea Shells Mac & Cheddar Cheese,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Cheese
267,Unique Pretzel,Unique Original Pretzel Splits,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Splits
1764,FRESH BELLIES,Peas And Love Snap Ea And Cumin Snack,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Peas
1311,From The Ground Up,CRACKERS BUTTERNUT SQUASH PARMESAN,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,CRACKERS
1196,Banza,Chickpea Rice,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Rice
709,Rao's Homemade,Vegetable Minestrone Soup,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Soup
275,Vita Coco,Pressed Coconut Water,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Water
428,From The Ground Up,TORTILLA CHIP CAULIFLOWER SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,SALT
472,Evolution Fresh,Cold Pressed Organic Pure Orange,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Orange
937,Banza,Chickpea Pasta Mac And Cheese,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Mac
488,From The Ground Up,CAULIFLOWER STALK SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,SALT
1635,From The Ground Up,CRACKERS PURPLE CARROT SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,SALT
951,From The Ground Up,CAULIFLOWER CRACKERS SEA SALT,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,SALT
450,Rao's Homemade,Soup Chicken Noodle,3.99,3.5,3.15,0.1228070175438597,0.21052631578947378,0.08771929824561409,0% to 25%,Noodle
1642,Garden of Flavor,1-Day Organic Cold-Pressed Juice Cleanse,40.99,35.99,32.39,0.12198097096852889,0.20980727006586974,0.08782629909734085,0% to 25%,Cleanse
441,Pacific Resources International,Manuka Honey Bio Active 20+,59.99,52.69,47.42,0.12168694782463751,0.20953492248708117,0.08784797466244365,0% to 25%,Bio
619,MaraNatha,Creamy Raw Almond Butter,16.49,14.49,13.04,0.12128562765312301,0.20921770770163728,0.08793208004851427,0% to 25%,Butter
1820,nuun,Strawberry Lemonade Electrolyte Drink Mix,2.49,2.19,1.97,0.12048192771084343,0.2088353413654619,0.08835341365461846,0% to 25%,Mix
1516,HENRY & LISAS,Sashimi Albacore Tuna,8.29,7.29,6.56,0.1206272617611579,0.20868516284680338,0.08805790108564548,0% to 25%,Tuna
1536,AURA CACIA,Tea Tree Essential Oil,8.29,7.29,6.56,0.1206272617611579,0.20868516284680338,0.08805790108564548,0% to 25%,Oil
1129,PURPLE CARROT,Black Bean Unstuffed Pepper Bowl,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Bowl
590,PURPLE CARROT,Meatless Meatballs With Lemon Basil Orzo,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Meatballs
1743,Frontier Co-op,All Purpose Seasoning Blend,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Blend
634,PURPLE CARROT,Lime Chickpeas And Quinoa Elote Bowl,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Chickpeas
1619,Frontier Co-op,Organic Salt Free Lemon Pepper Seasoning,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Seasoning
1185,PURPLE CARROT,Brussels Sprouts With Sweet Potatoes Maple Chipotle Cream,4.99,4.39,3.95,0.12024048096192397,0.20841683366733466,0.08817635270541069,0% to 25%,Sprouts
437,Bellwether Farms,Plain Sheep Milk Yogurt,9.99,8.79,7.91,0.12012012012012019,0.20820820820820818,0.08808808808808799,0% to 25%,Yogurt
1673,Bee Flower and Sun Honey Co.,Pure Raw Honey,24.99,21.99,19.79,0.12004801920768304,0.20808323329331735,0.0880352140856343,0% to 25%,Honey
1499,Bee Flower and Sun Honey Co.,Blueberry Blossom Pure Raw Honey,24.99,21.99,19.79,0.12004801920768304,0.20808323329331735,0.0880352140856343,0% to 25%,Honey
1525,Follow Your Heart,High Omega Vegan Bleu Cheese Salad Dressing 12 oz,4.19,3.69,3.32,0.1193317422434369,0.20763723150358004,0.08830548926014314,0% to 25%,oz
1249,Plant Fusion,Vanilla Plant Protein,50.49,44.49,40.04,0.11883541295306,0.20697167755991286,0.08813626460685287,0% to 25%,Protein
264,Field Roast,Classic Smoked Frankfurter Plant-Based Sausage,6.79,5.99,5.39,0.11782032400589104,0.20618556701030932,0.08836524300441828,0% to 25%,Sausage
647,Health-Ade,Ginger Lemon Kombucha,8.49,7.49,6.74,0.11778563015312127,0.20612485276796233,0.08833922261484106,0% to 25%,Kombucha
627,Health-Ade,Pink Lady Apple Kombucha,8.49,7.49,6.74,0.11778563015312127,0.20612485276796233,0.08833922261484106,0% to 25%,Kombucha
785,Amazing Grass,Organic Supergreens Powder,14.49,12.79,11.51,0.11732229123533477,0.2056590752242926,0.08833678398895783,0% to 25%,Powder
326,Bob's Red Mill,Organic Steel Cut Oats,5.99,5.29,4.76,0.11686143572621033,0.20534223706176968,0.08848080133555936,0% to 25%,Oats
410,Califia Farms,Barista Blend Almondmilk,4.29,3.79,3.41,0.1165501165501166,0.20512820512820507,0.08857808857808847,0% to 25%,Almondmilk
25,Califia Farms,Dairy Free Oat Barista Blend 32oz,4.29,3.79,3.41,0.1165501165501166,0.20512820512820507,0.08857808857808847,0% to 25%,Blend
1390,Plant Fusion,Chocolate Plant Protein,55.99,49.49,44.54,0.11609215931416328,0.20450080371494916,0.08840864440078589,0% to 25%,Protein
804,NuttZo,Organic Smooth Power Fuel Nut And Seed Butter,12.99,11.49,10.34,0.11547344110854507,0.20400307929176287,0.0885296381832178,0% to 25%,Nut
1336,4TH & HEART,Vanilla Bean Ghee,11.29,9.99,8.99,0.11514614703277226,0.20372010628875103,0.08857395925597877,0% to 25%,Ghee
1448,4TH & HEART,Turmeric Ghee,11.29,9.99,8.99,0.11514614703277226,0.20372010628875103,0.08857395925597877,0% to 25%,Ghee
134,4TH & HEART,Ghee Clarified Butter,11.29,9.99,8.99,0.11514614703277226,0.20372010628875103,0.08857395925597877,0% to 25%,Ghee
323,4TH & HEART,Himalayan Pink Salt Ghee Butter,11.29,9.99,8.99,0.11514614703277226,0.20372010628875103,0.08857395925597877,0% to 25%,Butter
1031,Annie's Homegrown,Organic Star Pasta & Chicken Soup,3.39,3.0,2.7,0.11504424778761069,0.20353982300884954,0.08849557522123885,0% to 25%,Pasta
1175,Annie's Homegrown,Org Soup Creamy Tomato Bunny Pasta,3.39,3.0,2.7,0.11504424778761069,0.20353982300884954,0.08849557522123885,0% to 25%,Pasta
1126,Annie's Homegrown,Org Soup Bunny Pasta Chicken Broth,3.39,3.0,2.7,0.11504424778761069,0.20353982300884954,0.08849557522123885,0% to 25%,Broth
317,Icelandic Provisions,Coconut Skyr,1.69,1.5,1.35,0.1124260355029586,0.20118343195266264,0.08875739644970404,0% to 25%,Skyr
334,Icelandic Provisions,Key Lime Skyr,1.69,1.5,1.35,0.1124260355029586,0.20118343195266264,0.08875739644970404,0% to 25%,Skyr
200,Icelandic Provisions,Traditional Vanilla,1.69,1.5,1.35,0.1124260355029586,0.20118343195266264,0.08875739644970404,0% to 25%,Vanilla
510,Milkadamia,Unsweetened Macadamia Nut Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
790,Silver Hills Bakery,Organic Sprouted Ancient Grain Bread Big Reds Bread,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Bread
393,GimMe,Organic Wrap N Roll Roasted Seaweed,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Seaweed
469,Santa Cruz Organic,Applesauce (6 Pk),4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Applesauce
1301,Milkadamia,Macadamia Milk Latte Da,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Da
1263,Solely,Organic Mango & Guava Fruit Gummies,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Mango
880,Solely,Organic Mango Fruit Gummies,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Gummies
771,4505 Meats,Chicharrones Fried Pork Rinds Jalapeño Cheddar,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Cheddar
1077,Solely,Organic Mango & Orange Fruit Gummies,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Mango
1314,Santa Cruz Organic,Apple Peach Sauce,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Sauce
1331,WILDMADE,Organic Strawberry Fruit Rolls,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Rolls
1322,Santa Cruz Organic,Organic Cinnamon Apple Sauce,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Sauce
1152,4505 Meats,Chicharrones Fried Pork Rinds Sea Salt,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Salt
573,4505 Meats,Chicharrones Fried Pork Rinds Classic Chili & Salt,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Chili
931,Wild Made,Organic Fruit Punch Fruit Rolls,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Rolls
1085,Santa Cruz Organic,Apple Sauce,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Sauce
851,Milkadamia,Unsweetened Vanilla Macadamia Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
38,Califia Farms,Unsweetened Oatmilk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Oatmilk
172,Califia Farms,Creamy Original Almond Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
69,Califia Farms,Toasted Coconut Almond Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
15,Califia Farms,Unsweetened Almond Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
40,Califia Farms,Unsweetened Vanilla Almond Milk,4.49,3.99,3.59,0.11135857461024501,0.20044543429844108,0.08908685968819607,0% to 25%,Milk
77,Applegate,Organic Chicken Nuggets,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Nuggets
1111,Organic Valley,Organic Baby Swiss Cheese,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Cheese
218,Mother in Law's Kimchi,House Napa Cabbage Kimchi,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Kimchi
2022,Hella Cocktail Co.,Dry Bitters & Soda,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Bitters
2067,Natierra,Raw Cacao Nibs,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Nibs
1509,Hella Cocktail Co.,Spritz Bitters & Soda,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Bitters
1812,Biena Snacks,Himalayan Pink Salt Chickpea Snacks,8.99,7.99,7.19,0.11123470522803114,0.20022246941045607,0.08898776418242493,0% to 25%,Snacks
1381,Perfect Bar,"Original Refrigerated Protein Bar, Dark Chocolate Chip Peanut Butter",17.99,16.0,14.4,0.11061700944969421,0.1995553085047248,0.08893829905503059,0% to 25%,Bar
1365,Perfect Bar,Original Refrigerated Protein Bar,17.99,16.0,14.4,0.11061700944969421,0.1995553085047248,0.08893829905503059,0% to 25%,Bar
1452,Rainbow Light,Counter Attack Immune Support,16.29,14.49,13.04,0.11049723756906071,0.19950890116635978,0.08901166359729906,0% to 25%,Support
1156,Navitas Organics,Organic Keto Cacao Powder,12.79,11.39,10.25,0.10946051602814688,0.1985926505082095,0.08913213448006263,0% to 25%,Powder
335,Dr. Praeger's,Mushroom Risotto Veggie Burgers,4.49,4.0,3.6,0.10913140311804015,0.1982182628062361,0.08908685968819596,0% to 25%,Burgers
