,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
1268,A Dozen Cousins,Classic Refried Pinto Beans,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1269,Haven's Kitchen,Golden Tumeric Tahini,5.99,5.69,5.12,0.050083472,0.14524207,0.095158598,0% to 25%
1270,Bragg Live Food Products,Organic Apple Cider Vinaigrette,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
1271,Dr. Praeger's,Cauliflower Veggie Burgers,4.79,4,3.6,0.164926931,0.248434238,0.083507307,0% to 25%
1272,NadaMoo!,Birthday Cake Cookie Dough,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1273,Treasure Mills,Chocolate Cupcakes,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
1274,Jason Natural Products,Healthy Mouth Mouthwash,6.29,5.39,4.85,0.143084261,0.228934817,0.085850556,0% to 25%
1275,Back to Nature,Whole Lotta Love Hemp Heart Crackers Cranberry Hazelnut,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1276,Base Culture,Original Almond Butter,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1277,ALAFFIA,Lavender Body Lotion,11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
1278,ALAFFIA,Unscented Body Lotion,11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
1279,Blender Bombs,Goji,24.99,20.99,18.89,0.160064026,0.244097639,0.084033613,0% to 25%
1280,Rosemary,Garlic Avocado Oil Mayo,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1281,Gaia Herbs,Organic Everyday Elderberry Gummies,23.49,19.99,17.99,0.148999574,0.234142188,0.085142614,0% to 25%
1282,Tessemae's,Organic Everything Bagel Ranch Dressing,6.29,4.99,4.49,0.206677266,0.286168521,0.079491256,25% to 50%
1283,Mammoth Creameries,Vanilla Bean Frozen Custard,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
1284,Mother in Law's Kimchi,Garlic Fermented Chile Sauce,7.99,7.69,6.92,0.037546934,0.133917397,0.096370463,0% to 25%
1285,BI O KLEEN,Bac Out Foaming Action Sprayer,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1286,Rhythm Superfoods,Sea Salt Broccoli Bites,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1287,Nature's Path Organic,Berry Strawberry Unfrosted Toaster Pastries,3.49,2.99,2.69,0.143266476,0.229226361,0.085959885,0% to 25%
1288,SUNDESA,Blender Bottle With Loop,9.49,0,6.64,1,0.300316122,-0.699683878,25% to 50%
1289,Minna,Organic Sparkling Iced Tea - Pineapple Passion Fruit Green Tea,2.19,2,1.8,0.086757991,0.178082192,0.091324201,0% to 25%
1290,Garden of Flavor,Mean Greens Organic Cold-Pressed Juice,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1291,Barnana,Lime & Sea Salt Plantain Tortilla Chips,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1292,Keto Krisp™,Protein Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1293,Tattooed Chef,Zucchini Spiral,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
1294,Hervé Mons,Brebis Pyrenees,27.99,24.99,22.49,0.107181136,0.19649875,0.089317613,0% to 25%
1295,Purely Elizabeth,Collagen Oat Cup + Nutzzo Pack - Blueberry Walnut,2.99,1.99,1.79,0.334448161,0.401337793,0.066889632,25% to 50%
1296,Pomi,Finely Chopped Tomatoes,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1297,Bonafide Provisions,Organic Lions Mane With Chicken Bone Broth Cup,5.29,3.99,3.59,0.245746692,0.321361059,0.075614367,25% to 50%
1298,New Chapter,Zyflamend™,70.99,56.99,51.29,0.197210875,0.277503874,0.080292999,25% to 50%
1299,Steaz,Organic Peach Please Yerba Mate,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
1300,Near East,Rosemary And Olive Oil Quinoa Blend,3.19,2.39,2.15,0.250783699,0.326018809,0.07523511,25% to 50%
1301,Milkadamia,Macadamia Milk Latte Da,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1302,From The Ground Up,CRACKERS BUTTERNUT SQUASH SEA SALT,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1303,Navitas Organics,Organic Elderberry Powder,23.49,19.99,17.99,0.148999574,0.234142188,0.085142614,0% to 25%
1304,Siete Family Foods,Hot Sauce Jalapeño,5.29,2.99,2.69,0.434782609,0.491493384,0.056710775,25% to 50%
1305,Brad's Plant Based,Sweet Potato Chips,5.69,4,3.6,0.297012302,0.367311072,0.07029877,25% to 50%
1306,EssentialOxygen,Organic Wintergreen Brushing Rinse,14.99,12.79,11.51,0.14676451,0.23215477,0.08539026,0% to 25%
1307,Rhythm Superfoods,Everything Broccoli Bites,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1308,POP AND BOTTLE,Mocha Oat Milk Latte,2.99,2.79,2.51,0.066889632,0.160535117,0.093645485,0% to 25%
1309,Jason Natural Products,Smoothing Coconut Body Wash,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1310,Soozy's,Soozy's Birthday Cake Cookies,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1311,From The Ground Up,CRACKERS BUTTERNUT SQUASH PARMESAN,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1312,Om,Reishi Organic Mushro Powder,28.49,23.99,21.59,0.157950158,0.242190242,0.084240084,0% to 25%
1313,Rhythm Superfoods,Cheddar Parmesan Broccoli Bites,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1314,Santa Cruz Organic,Apple Peach Sauce,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1315,Annie's Homegrown,Organic Asian Sesame Dressing,3.79,3,2.7,0.208443272,0.287598945,0.079155673,25% to 50%
1316,Blake's All Natural Foods,Shepherds Pie,5.69,4.99,4.49,0.123022847,0.210896309,0.087873462,0% to 25%
1317,Bob's Red Mill,Blueberry Hazelnut Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.251046025,0.326359833,0.075313808,25% to 50%
1318,Whole Foods Market,CoQ10 400 MG Plus Vitamin E And Lecithin,42.99,32.99,29.69,0.232612235,0.309374273,0.076762038,25% to 50%
1319,LesserEvil,Veggie Lil Puffs,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1320,Purely Elizabeth,Original Superfood Oats Cup,2.99,1.99,1.79,0.334448161,0.401337793,0.066889632,25% to 50%
1321,Bob's Red Mill,Extra Thick Rolled Oats,4.79,3.69,3.32,0.229645094,0.306889353,0.077244259,25% to 50%
1322,Santa Cruz Organic,Organic Cinnamon Apple Sauce,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1323,Jason Natural Products,Himalayan Pink Salt,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1324,AVALON ORGANICS,Lavender Body Lotion,17.29,16.29,14.66,0.0578369,0.152111047,0.094274147,0% to 25%
1325,Siete Family Foods,Grain Free Mini Bunuelos Cinnamon Crisps,4.99,2.97,2.67,0.404809619,0.46492986,0.06012024,25% to 50%
1326,AURA CACIA,Lavender Essential Oil,36.99,27.99,25.19,0.243309002,0.319005137,0.075696134,25% to 50%
1327,nuun,Berry Blast Effervescent Energy,7.99,6,5.4,0.249061327,0.324155194,0.075093867,25% to 50%
1328,Giovanni Cosmetics,Tea Tree Triple Treat Shampoo,8.99,7.29,6.56,0.189098999,0.270300334,0.081201335,25% to 50%
1329,Bonafide Provisions,Organic Chicken Bone Broth With Lemon Turmeric,5.29,3.99,3.59,0.245746692,0.321361059,0.075614367,25% to 50%
1330,Sugar In The Raw,Turbinado Cane Sugar Packets (100 ct),3.69,3.49,3.14,0.054200542,0.149051491,0.094850949,0% to 25%
1331,WILDMADE,Organic Strawberry Fruit Rolls,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1332,Gardein,Italian Style Skillet Meal,8.29,7.69,6.92,0.072376357,0.165259349,0.092882992,0% to 25%
1333,Four Sigmatic,Vegan Protein Powder,44.99,37.99,34.19,0.155590131,0.240053345,0.084463214,0% to 25%
1334,Celestial Seasonings,Caffeine Free Country Peach Passion Herbal Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1335,Rishi Tea,Organic Blueberry Hibiscus Tea,8.99,6.99,6.29,0.22246941,0.300333704,0.077864294,25% to 50%
1336,4TH & HEART,Vanilla Bean Ghee,11.29,9.99,8.99,0.115146147,0.203720106,0.088573959,0% to 25%
1337,SEVENTH GENERATION,Eucalyptus Mint & Thyme Disinfectant Spray,6.49,6.29,5.66,0.030816641,0.12788906,0.097072419,0% to 25%
1338,Santa Cruz Organic,Chocolate Flavored Syrup,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
1339,Munk Pack,Peanut Butter Chocolate Chip Protein Cookie,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1340,Giovanni Cosmetics,Color Conserve Shampoo,8.99,7.29,6.56,0.189098999,0.270300334,0.081201335,25% to 50%
1341,GG Exceptional Fiber,Multiseed Fiber Crispbread,3.99,2.69,2.42,0.325814536,0.393483709,0.067669173,25% to 50%
1342,Nature's Path Organic,Organic Dark Chocolate Cereal,8.99,6.99,6.29,0.22246941,0.300333704,0.077864294,25% to 50%
1343,Bulletproof,Chocolate Collagen Protein Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1344,FRESH BELLIES,Two To Mango Toddler Snack,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1345,Sambazon,Dragon Fruit Superfood Boost,6.99,6.49,5.84,0.071530758,0.164520744,0.092989986,0% to 25%
1346,NadaMoo!,Starberry Cheesecake,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1347,Noble Made by the New Primal,Mustard Bbq Cooking & Dipping Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1348,Minna,Organic Sparkling Iced Tea - Orange Mango Black Tea,2.19,2,1.8,0.086757991,0.178082192,0.091324201,0% to 25%
1349,Chameleon Cold-Brew,Organic Dark Chocolate Oat Milk Latte,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1350,GoMacro,Oatmeal Chocolate Chip Bars,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1351,MEKHALA,Organic Lemongrass Turmeric Paste,5.69,4.99,4.49,0.123022847,0.210896309,0.087873462,0% to 25%
1352,ANDALOU NATURALS,Instant Lift & Firm Facial Mask,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
1353,Noble Made by the New Primal,Smoky Bbq Cooking & Dipping Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1354,Caulipower,Sea Salt & Olive Oil Roasted Sweet Potato Slices,6.99,3.99,3.59,0.429184549,0.486409156,0.057224607,25% to 50%
1355,Chameleon Cold-Brew,Organic Maple Oat Milk Latte,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1356,Lakewood,Organic Beet Juice,9.99,6.69,6.02,0.33033033,0.397397397,0.067067067,25% to 50%
1357,365 BY WFM,Crispy Onions,2.99,1.77,1.59,0.408026756,0.468227425,0.060200669,25% to 50%
1358,Cobram Estate,Australia Select Olive Oil,10.99,9.99,8.99,0.090991811,0.181983621,0.090991811,0% to 25%
1359,One Plant,Chocolate Peanut Butter Protein Bar,2.69,1.666666667,1.5,0.380421314,0.442379182,0.061957869,25% to 50%
1360,88 Acres,Banana Bread High Protein Bar,2.79,1.79,1.61,0.358422939,0.422939068,0.064516129,25% to 50%
1361,Annie's Homegrown,Organic Balsamic Vinaigrette,3.79,3,2.7,0.208443272,0.287598945,0.079155673,25% to 50%
1362,Purely Elizabeth,Collagen Oatmeal Pouch - Vanilla Pecan,5.99,3.99,3.59,0.333889816,0.40066778,0.066777963,25% to 50%
1363,BI O KLEEN,Bac Out Stain And Odor Eliminator,8.99,7.79,7.01,0.133481646,0.220244716,0.08676307,0% to 25%
1364,Purely Elizabeth,Blueberry Lemon Vibrant Oats,2.99,1.99,1.79,0.334448161,0.401337793,0.066889632,25% to 50%
1365,Perfect Bar,Original Refrigerated Protein Bar,17.99,16,14.4,0.110617009,0.199555309,0.088938299,0% to 25%
1366,Lakewood,Orange Pure Organic,5.79,4.49,4.04,0.224525043,0.30224525,0.077720207,25% to 50%
1367,ATLANTIC SEA FARMS,Fermented Seaweed Salad,9.99,8.29,7.46,0.17017017,0.253253253,0.083083083,25% to 50%
1368,Follow Your Heart,Vegan Creamy Garlic Salad Dressing 12 oz,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1369,Rao's Homemade,Chicken And Gnocchi Italian Style Soup,4.99,3.5,3.15,0.298597194,0.368737475,0.070140281,25% to 50%
1370,Frontera,New Mexico Taco Skillet Sauce (Medium),2.69,1.69,1.52,0.371747212,0.434944238,0.063197026,25% to 50%
1371,Whole Foods Market,S'mores Bites,4.99,2.97,2.67,0.404809619,0.46492986,0.06012024,25% to 50%
1372,HappyKid,Organic Blueberry & Raspberry Fruit & Oat Bar 5 Count,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
1373,Noble Made by the New Primal,Tomato Ketchup,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1374,nuun,Blueberry Pomegranate Hydration,6.79,5.79,5.21,0.147275405,0.23269514,0.085419735,0% to 25%
1375,AURA CACIA,Peppermint Essential Oil,8.99,7.29,6.56,0.189098999,0.270300334,0.081201335,25% to 50%
1376,nuun,Tangerine Lime Hydration,6.79,5.79,5.21,0.147275405,0.23269514,0.085419735,0% to 25%
1377,Base Culture,Cinnamon Almond Butter,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1378,Dr. Bronner's,Childrens Gel Toothpaste,6.99,5.69,5.12,0.185979971,0.267525036,0.081545064,25% to 50%
1379,Sky Valley,Taco Sauce,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1380,SEVENTH GENERATION,Chamomile & Lemon Liquid Dish Soap,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
1381,Perfect Bar,Original Refrigerated Protein Bar,17.99,16,14.4,0.110617009,0.199555309,0.088938299,0% to 25%
1382,Tessemae's,Classic Ketchup,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1383,Love Good Fats,Lemon Mousse Snack Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1384,Organic India,Original Tulsi Holy Basil Tea,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
1385,Simply Organic,Organic Southwest Taco Simmer Sauce,3.49,2.69,2.42,0.229226361,0.306590258,0.077363897,25% to 50%
1386,HYDRO FLASK,Standard W Flex Cap White 24 Ounce,34.95,0,24.46,1,0.300143062,-0.699856938,25% to 50%
1387,Vital Proteins,Vital Performance Protein Chocolate,29.99,25.49,22.94,0.150050017,0.235078359,0.085028343,0% to 25%
1388,GOOD FOOD FOR GOOD,Organic Classic Bbq Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1389,Nature's Path Organic,Maple Pecan Oatmeal,2.19,1.49,1.34,0.319634703,0.388127854,0.068493151,25% to 50%
1390,Plant Fusion,Chocolate Plant Protein,55.99,49.49,44.54,0.116092159,0.204500804,0.088408644,0% to 25%
1391,Richard's,Sparkling Rainwater 12oz Glass 12 PK,12.99,10.99,9.89,0.153964588,0.238645112,0.084680523,0% to 25%
1392,FAT SNAX,Cookies Keto Double Chocolate,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
1393,TRILOGY,Organic Rosehip Oil,24.99,18.79,16.91,0.24809924,0.323329332,0.075230092,25% to 50%
1394,DESERT ESSENCE,Wintergreen Tea Tree Toothpaste,4.49,3.79,3.41,0.155902004,0.240534521,0.084632517,0% to 25%
1395,Hervé Mons,Mary Dans Les Etoiles,12.99,7.79,7.01,0.400307929,0.460354119,0.060046189,25% to 50%
1396,Plant Fusion,Chocolate Complete Plant Protein,32.99,27.99,25.19,0.151561079,0.236435283,0.084874204,0% to 25%
1397,HYDRO FLASK,32 Oz Wide Mouth With Flex Cap Stone 2.0,44.95,0,31.46,1,0.300111235,-0.699888765,25% to 50%
1398,Giovanni Cosmetics,Tea Tree Triple Treat Conditioner,9.79,7.29,6.56,0.255362615,0.329928498,0.074565884,25% to 50%
1399,LesserEvil,Dark Chocolate + Himalayan Pink Salt,3.99,2.37,2.13,0.406015038,0.466165414,0.060150376,25% to 50%
1400,365 Everyday Value®,Dark Chocolate Caramel Sea Salt Sandwich Cremes,4.99,2.97,2.67,0.404809619,0.46492986,0.06012024,25% to 50%
1401,Mrs. Meyer's Clean Day,Geranium Liquid Hand Soap,4.39,3.99,3.59,0.091116173,0.182232346,0.091116173,0% to 25%
1402,Mush,Apple Cinnamon Overnight Oats,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
1403,LesserEvil,Sour Cream and Onion Sun Poppers,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1404,Upton's Naturals,Lightly Seasoned Shredded Jackfruit,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1405,MyChelle Dermaceuticals,Supreme Polypeptide Cream,53.49,42.99,38.69,0.196298374,0.276687231,0.080388858,25% to 50%
1406,New Chapter,Every Woman™'s One Daily Whole-Food Multivitamin,59.99,47.99,43.19,0.200033339,0.280046674,0.080013336,25% to 50%
1407,Munk Pack,Double Dark Chocolate Protein Cookie,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1408,Creminelli Fine Meats,Salami Minis Whiskey Mini Salame Whiskey,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1409,Mrs. Meyer's Clean Day,Rainwater Liquid Hand Soap,4.39,3.99,3.59,0.091116173,0.182232346,0.091116173,0% to 25%
1410,One Plant,Churro Protein Bar,2.69,1.666666667,1.5,0.380421314,0.442379182,0.061957869,25% to 50%
1411,Snacklins,Bbq Veggie Crisps,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1412,Snacklins,Chesapeake Bay Veggie Crisps,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1413,Dr. Praeger's,Perfect Burger Sliders,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1414,GoMacro,12ct Oatmeal Chocolate Chip MacroBar,32.29,24,21.6,0.256735832,0.331062248,0.074326417,25% to 50%
1415,88 Acres,Dark Chocolate Sea Salt Seed Bar,2.19,1.79,1.61,0.182648402,0.264840183,0.082191781,25% to 50%
1416,Renew Life,Ultimate Flora,16.99,14.49,13.04,0.14714538,0.2324897,0.08534432,0% to 25%
1417,Good To Go,Blueberry Cashew Soft Baked Bars,7.49,6.99,6.29,0.066755674,0.160213618,0.093457944,0% to 25%
1418,KidFresh,Spaghetti Loops Pasta 'n Meat Sauce,3.49,3.29,2.96,0.05730659,0.151862464,0.094555874,0% to 25%
1419,ParmCrisps,Plant Based Cracked Black Pepper Crisps,3.99,2.666666667,2.4,0.33166249,0.398496241,0.066833751,25% to 50%
1420,Silver Hills Bakery,Hemptation™,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
1421,MatchaBar,Sparkling Mint Hustle Matcha Energy Drink,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1422,Truvia,Sweetcomplete Zero Calorie Stevia Sweetener,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
1423,Seven Sundays,Organic Farmers Market Mix Muesli,5.69,4.99,4.49,0.123022847,0.210896309,0.087873462,0% to 25%
1424,Love Good Fats,Peanut Butter Chocolatey Snack Bars,8.99,7.69,6.92,0.144605117,0.23025584,0.085650723,0% to 25%
1425,Boiron,Chestal Honey Adult,10.49,9.49,8.54,0.095328885,0.185891325,0.09056244,0% to 25%
1426,Purely Elizabeth,Pancake Mix - Ancient Grain,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1427,ALAFFIA,Coconut Body Lotion,11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
1428,Parmela Creamery,Cheddar Slices Plant Based,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1429,Blendtopia,Green Superfood Smoothie Kit,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1430,LUKES LOBSTER,Maine Lobster Bisque,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1431,Nature's Path Organic,Summer Berries Boost Oatmeal,2.19,1.49,1.34,0.319634703,0.388127854,0.068493151,25% to 50%
1432,Whole Foods Market,Hot Cocoa Flavored Caramel Popcorn Mix,5.29,3.17,2.85,0.400756144,0.461247637,0.060491493,25% to 50%
1433,Upton's Naturals,Chick & Noodle Soup,4.69,3,2.7,0.360341151,0.424307036,0.063965885,25% to 50%
1434,Garden of Flavor,Grasshopper Organic Cold-Pressed Juice,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1435,Giovanni Cosmetics,2chic Keratin Argan Shampoo,19.99,15.49,13.94,0.225112556,0.302651326,0.077538769,25% to 50%
1436,Annie's Homegrown,Organic Caesar Dressing,3.79,3,2.7,0.208443272,0.287598945,0.079155673,25% to 50%
1437,Purely Elizabeth,Raspberry Pitaya Vibrant Oats,2.99,1.99,1.79,0.334448161,0.401337793,0.066889632,25% to 50%
1438,ANDALOU NATURALS,Turmeric C Enlighten Serum,24.99,19.99,17.99,0.200080032,0.280112045,0.080032013,25% to 50%
1439,Country Life,Magnesium 300 Mg With Silica,8.79,7.49,6.74,0.147895336,0.233219568,0.085324232,0% to 25%
1440,LesserEvil,Sweet Potato Apple Lil Puffs,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1441,MatchaBar,Mango Matcha Hustle,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1442,New Chapter,Turmeric Force™,32.49,25.99,23.39,0.200061557,0.28008618,0.080024623,25% to 50%
1443,ALAFFIA,Passionfruit Shea Butter,12.99,10.99,9.89,0.153964588,0.238645112,0.084680523,0% to 25%
1444,Ultima Replenisher,Lemonade Electrolyte Powder Packet,0.99,0.79,0.71,0.202020202,0.282828283,0.080808081,25% to 50%
1445,Zevia,Mango Ginger Energy Drink,1.79,1.666666667,1.5,0.068901304,0.162011173,0.09310987,0% to 25%
1446,TRILOGY,Ultra Hydrating Face Cream,36.99,27.49,24.74,0.256826169,0.331170587,0.074344417,25% to 50%
1447,The Seaweed Bath Co.,Calm Body Cream,15.99,13.49,12.14,0.156347717,0.240775485,0.084427767,0% to 25%
1448,4TH & HEART,Turmeric Ghee,11.29,9.99,8.99,0.115146147,0.203720106,0.088573959,0% to 25%
1449,SEVENTH GENERATION,All Purpose Clear Cleaner,4.99,4.49,4.04,0.100200401,0.190380762,0.090180361,0% to 25%
1450,LesserEvil,Strawberry Beet Lil Puffs,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1451,Sunfood™,Organic Camu Camu Powder,19.99,14.99,13.49,0.250125063,0.325162581,0.075037519,25% to 50%
1452,Rainbow Light,Counter Attack Immune Support,16.29,14.49,13.04,0.110497238,0.199508901,0.089011664,0% to 25%
1453,Califia Farms,Toasted Coconut Almondmilk,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1454,Artisola,Heirloom Tomato Sauce,8.29,6.79,6.11,0.180940893,0.262967431,0.082026538,25% to 50%
1455,Himalaya®,Peppermint White Cmplte Care Toothpaste,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1456,Siete Family Foods,Hot Sauce Chiptole,5.29,2.99,2.69,0.434782609,0.491493384,0.056710775,25% to 50%
1457,ALAFFIA,Wild Lavender Whipped Shea Butter & Coconut Oil,14.99,12.79,11.51,0.14676451,0.23215477,0.08539026,0% to 25%
1458,Annie's Homegrown,Organic Sesame Ginger Vinaigrette,3.79,3,2.7,0.208443272,0.287598945,0.079155673,25% to 50%
1459,Boiron,Oscillococcinum Pellets,10.99,9.99,8.99,0.090991811,0.181983621,0.090991811,0% to 25%
1460,Santa Cruz Organic,Organic Seedless Red Raspberry Fruit Spread,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1461,POP AND BOTTLE,Classic Oat Milk Latte,2.99,2.79,2.51,0.066889632,0.160535117,0.093645485,0% to 25%
